ft_process_id,ft_process_step,ft_topic_id,ft_topic
100648,3. behandling,27199,"Forslag til lov om ændring af lov om elforsyning, lov om naturgasforsyning, lov om varmeforsyning, lov om Energinet Danmark, lov om planlægning, lov om kommunal udligning og generelle tilskud til kommuner og amtskommuner samt lov om kuldioxidafgift af visse energiprodukter. (Energispareaftalen, havvindmølleudbud, statens købepligt til regionale eltransmissionsnet og gasdistributionsnet, kommuners påbegyndelse af nye aktiviteter i relation til bestemmelserne om modregning i bloktilskud m.v.).
"
103250,2. behandling,40014,Forslag til lodslov.
103590,3. behandling,40089,Forslag til lov om fordeling af skattenedslaget mellem staten og kommunerne som følge af personskattelovens skatteloft. 
104511,2. (sidste) behandling,40385,Forslag til folketingsbeslutning om styrkelse af Fødevarestyrelsen med henblik på at sikre fødevaresikkerheden og fødevarekontrollen i Danmark.
99535,2. behandling,38517,"Forslag til lov om ændring af lov om frihedsberøvelse og anden tvang i psykiatrien og retsplejeloven. (Revision af psykiatriloven, herunder tvangsdefinition, tvungen opfølgning efter udskrivning, personlig skærmning, aflåsning af døre i afdelingen, øget lægeligt tilsyn og ekstern efterprøvelse, ændret klageadgang m.v.)."
107384,2. (sidste) behandling,41514,"Forslag til folketingsbeslutning om en videreførelse af et dansk bidrag til den multinationale sikringsstyrke m.v. i Irak og om, at danske militære styrker stilles til rådighed for FN's bistandsmission til Irak (UNAMI)."
103565,3. behandling,40086,Forslag til lov om ændring af lov om kommunal indkomstskat. (Omlægning og forenklinger i indkomstskattereglerne som led i udmøntningen af aftalen om en kommunal finansieringsreform).
108742,Behandling,42148,"Folketinget opfordrer regeringen til på baggrund af den gennemførte analyse at tilrettelægge næste fase af Det Arabiske Initiativ således:

- at initiativet fokuseres på tre centrale temaer: frihedsrettigheder og god regeringsførelse, videnssamfund og øget mediefrihed samt ligestilling,
- at de konkrete indsatser ligeledes koncentreres om et begrænset antal bilaterale partnerskabslande,
- at initiativet baseres på samarbejde med såvel reformvenlige regeringer som civilsamfundsorganisationer,
- at der i samarbejdet sikres en bred inddragelse af den danske ressourcebase, herunder danske ngo'er,
- at konkrete samarbejdsprojekter også i fremtiden baseres på dialog og partnerskab,
- at indsatserne indgår i et aktivt samspil med andre bilaterale, regionale og multilaterale reformindsatser, og 
- at den danske repræsentation i regionen styrkes."
99664,3. behandling,38528,Forslag til lov om ændring af lov om ægteskabets retsvirkninger og lov om skifte af fællesbo m.v. med flere love. (Pensionsrettigheders behandling ved død samt separation og skilsmisse).
99678,3. behandling,38529,Forslag til lov om bevarelse af ret til ægtefællepension ved separation og skilsmisse.
103624,3. behandling,40093,Forslag til lov om børnemiljø i dagtilbud.
104168,3. behandling,40266,Forslag til lov om ændring af lov om social service. (Maksimal forældrebetalingsandel for børn under skolealderen til en plads i dagtilbud og tilskud til privat pasning).
97774,2. (sidste) behandling,37751,Forslag til folketingsbeslutning om fastsættelse af gebyrregler på det finansielle område.
99581,3. behandling,38522,Forslag til lov om kommuners og regioners anvendelse af fast ejendom og løsøre til brug for reklamering for andre.
103239,3. behandling,40013,Forslag til lov om regulering af statstilskuddet til kommunerne i 2007. (Opfølgning på aftale om den kommunale økonomi for 2006).
103523,3. behandling,40082,Forslag til lov om kommunal udligning og generelle tilskud til kommuner.
103579,3. behandling,40087,Forslag til lov om ophævelse af lov om amtskommunal indkomstskat og ophævelse af lov om regulering af statstilskud til amtskommuner ved ændringer i den amtskommunale udskrivningsprocent.
103554,3. behandling,40085,Forslag til lov om ændring af lov om lån til betaling af ejendomsskatter. (Konsekvensændringer som følge af kommunalreformen. Ophævelse af låneadgang til amtskommunale ejendomsskatter).
103510,Fortsættelse af 2. behandling,40081,"Forslag til lov om ændring af lov om naturbeskyttelse, lov om miljøbeskyttelse og forskellige andre love. (Ændring af klagenævn og klagebestemmelser i en række love på miljøområdet)."
102792,3. behandling,39828,Forslag til lov om ændring af sundhedsloven. (Ophævelse af eksklusivbestemmelser og krav om foreningsmedlemskab i praksissektoren).
104129,2. behandling,40260,Forslag til lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v.
103433,Fortsættelse af 2. behandling,40074,Forslag til lov om ændring af lov om revisionen af statens regnskaber m.m. og lov om statsrevisorerne. (Regnskabsgennemgang af regionernes regnskaber m.v. og udskydelse af tidspunktet for retten til aktindsigt efter forvaltningsloven og lov om offentlighed i forvaltningen i visse af Rigsrevisionens dokumenter).
104584,2. behandling,40398,"Forslag til lov om ændring af lov om forsvarets formål, opgaver og organisation m.v. (Ændringer som følge af regeringens terrorhandlingsplan og aftale om forsvarets ordning 2005-2009 m.v.)."
105447,3. behandling,40688,Forslag til lov om ændring af lov om valg til Folketinget. (Bortfald af eftervederlag ved lange private orlovsperioder).
105460,3. behandling,40689,Forslag til lov om ændring af lov om valg til Folketinget. (Orlov til medlemmer af Folketinget).
103228,3. behandling,40012,Forslag til lov om indfødsretsprøve.
104934,3. behandling,40508,Forslag til lov om indfødsrets meddelelse.
104310,3. behandling,40294,Forslag til lov om ændring af lov om opkrævning og inddrivelse af visse fordringer og forskellige andre love. (Ét fælles inddrivelsessystem m.v.).
91980,2. behandling,35800,Forslag til lov om ændring af tronfølgeloven. (Ligestilling mellem kønnene i arvefølgen - fremsat i henhold til proceduren i grundlovens § 88).
105506,2. (sidste) behandling,40695,Forslag til folketingsbeslutning om ændring af forretningsorden for Folketinget. (Ændring af reglerne for orlov på grund af barsel og adoption m.v.).
102804,3. behandling,39829,Forslag til lov om ændring af dødsboskatteloven. (Lempelse af beskatningen af mellemperioden i ikkeskattepligtige dødsboer).
93130,2. (sidste) behandling,36060,Forslag til folketingsbeslutning om 100 pct.s statsrefusion af alle overførselsindkomster.
104873,2. behandling,40504,"Forslag til lov om ændring af lov om folkehøjskoler, efterskoler, husholdningsskoler og håndarbejdsskoler (frie kostskoler). (Ændret hovedsigte, kompetencegivende undervisning og omlægning af individuel elevstøtte til generelt tilskud m.v.)."
104912,3. behandling,40506,"Forslag til lov om ændring af registreringsafgiftsloven og ligningsloven. (Udenlandske firmabiler, fradrag for særligt brændstoføkonomiske brugte indførte personbiler og ophævelse af gebyret for vurdering af nye køretøjer)."
96905,2. behandling,37458,Forslag til lov om ændring af lov om lige løn til mænd og kvinder. (Kønsopdelt lønstatistik og redegørelser om lige løn).
108628,3. behandling,42083,Forslag til lov om ændring af merværdiafgiftsloven og lov om afgift af lønsum. (Ændrede momsregler for visse hjemmeplejeydelser og indsættelse af hjemmel til modregning af negative afgiftsbeløb i efterfølgende indkomstår for visse lønsumsafgiftspligtige virksomheder).
108632,3. behandling,42084,Forslag til lov om ændring af merværdiafgiftsloven. (Ændring af kunstdefinition).
109073,Behandling,42289,"Folketinget konstaterer, at der er blotlagt eksempler i ældreplejen, som er åbenbart uacceptable. De ældre skal have gode og værdige forhold.

Folketinget opfordrer derfor regeringen til i forhandlingerne med kommunerne at sikre, at der igangsættes de tiltag, som betyder, at der i alle dele af landet sikres ældre gode og værdige forhold.

Folketinget konstaterer, at der i de kommende år er behov for at tilføre ældreområdet flere ressourcer samt sikre ansvarlige ledelser i alle dele af ældreplejen, herunder at der sikres ældre bedre klagemuligheder, når forhold er uacceptable.
"
109018,Behandling,20563,"Folketinget finder fortsat, at forfatningstraktaten er et godt grundlag for det europæiske samarbejde, og bekræfter, at den politiske aftale af 2. november 2004 stadig udgør grundlaget for de fem partiers samarbejde.
Folketinget opfordrer regeringen til at arbejde aktivt for forfatningstraktatens gennemførelse, idet man tager hensyn til resultaterne af medlemslandenes ratifikationsprocesser.
Folketinget noterer, at tænkepausen har givet værdifuld inspiration til dansk europapolitik og opfordrer regeringen til at fastholde muligheden for en bred EU-debat.
Folketinget opfordrer regeringen til parallelt hermed at arbejde for:
- åbne ministerrådsmøder om alle lovgivningssager, 
- åbenhed og forenkling af EU’s arbejdsgange, herunder offentlighed om lobbyisme, 
- tidlig orientering af de nationale parlamenter,
- fuld aktindsigt for EU-borgere,
- styrkelse af EU-samarbejdet om klima- og miljøproblemer, bekæmpelse af terrorisme og organiseret kriminalitet, herunder menneskehandel, samt fremme af forskning, udvikling og uddannelse, vækst og beskæftigelse samt en mere effektiv fælles udenrigspolitik,
- øget hensyntagen til miljø-, sundheds- og forbrugerbeskyttelse ved gennemførelse af det indre marked.
"
91960,2. (sidste) behandling,35798,Forslag til folketingsbeslutning om nedsættelse af en grundlovskommission.
92330,3. behandling,35830,Forslag til lov om ændring af Danmarks Riges Grundlov. (Vedrørende grundlovens § 2).
99536,3. behandling,38517,"Forslag til lov om ændring af lov om frihedsberøvelse og anden tvang i psykiatrien og retsplejeloven. (Revision af psykiatriloven, herunder tvangsdefinition, tvungen opfølgning efter udskrivning, personlig skærmning, aflåsning af døre i afdelingen, øget lægeligt tilsyn og ekstern efterprøvelse, ændret klageadgang m.v.)."
103938,3. behandling,40235,Forslag til lov om ændring af næringsloven. (Omførsel).
91981,3. behandling,35800,Forslag til lov om ændring af tronfølgeloven. (Ligestilling mellem kønnene i arvefølgen - fremsat i henhold til proceduren i grundlovens § 88).
103212,3. behandling,40010,Forslag til lov om kommuners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber. (Lov om kommuners og regioners erhvervsaktiviteter).
103507,3. behandling,40081,"Forslag til lov om ændring af lov om naturbeskyttelse, lov om miljøbeskyttelse og forskellige andre love. (Ændring af klagenævn og klagebestemmelser i en række love på miljøområdet)."
99354,3. behandling,38498,Forslag til lov om ændring af lov om sikkerhed til søs og sømandsloven. (Fastsættelse af promillegrænser samt forebyggelse af luftforurening fra skibe).
101852,3. behandling,39443,Forslag til lov om ændring af ophavsretsloven. (Tekniske foranstaltninger og revision af blankbåndsordningen).
104060,3. behandling,40255,Forslag til lov om tilskud til distribution af dagblade.
99873,3. behandling,38608,"Forslag til lov om ændring af lov om kunstig befrugtning i forbindelse med lægelig behandling, diagnostik og forskning m.v. (Omfanget af behandling på de regionale sygehuse, ligestilling af kvinders adgang til kunstig befrugtning uanset civilstand og seksuel orientering, vurdering af forældreuegnethed, lempelse af ægdonationsreglerne og forlængelse af opbevaringstiden for nedfrosne æg)."
101881,3. behandling,39446,"Forslag til lov om ændring af lov om folkeskolen. (Præcisering af folkeskolens formål, ekstra timer i dansk og historie, elevplaner, offentliggørelse af landsresultater af test, præcisering af det kommunale ansvar samt etablering af nyt råd for evaluering og kvalitetsudvikling af folkeskolen)."
104091,3. behandling,40257,Forslag til lov om ændring af lov om uddannelsen til studentereksamen (stx) (gymnasieloven) og lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx). (Ændring af grundforløbet i de 3-årige uddannelser).
104220,3. behandling,40270,"Forslag til lov om ændring af pensionsbeskatningsloven, personskatteloven og kildeskatteloven. (Fradrag for bidrag til arbejdsløshedsforsikring og personfradrag til begrænset skattepligtige personer)."
104074,3. behandling,40256,"Forslag til lov om ændring af lov om friskoler og private grundskoler m.v. og andre love på Undervisningsministeriets område. (Afgangsprøver i frie grundskoler, frie kostskoler og ungdomsskoler og optagelsesprøver til gymnasiale uddannelser m.v.)."
104143,3. behandling,40261,Forslag til lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v.
104860,3. behandling,7356,Forslag til lov om uddannelsen til professionsbachelor som lærer i folkeskolen.
104874,3. behandling,40504,"Forslag til lov om ændring af lov om folkehøjskoler, efterskoler, husholdningsskoler og håndarbejdsskoler (frie kostskoler). (Ændret hovedsigte, kompetencegivende undervisning og omlægning af individuel elevstøtte til generelt tilskud m.v.)."
96906,3. behandling,37458,Forslag til lov om ændring af lov om lige løn til mænd og kvinder. (Kønsopdelt lønstatistik og redegørelser om lige løn).
97295,3. behandling,37604,Forslag til lov om ændring af patentloven. (Ratifikation af ændringer i den europæiske patentkonvention).
104130,3. behandling,40260,Forslag til lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v.
104104,3. behandling,40258,"Forslag til lov om ændring af lov om Centre for Videregående Uddannelse og andre selvejende institutioner for videregående uddannelser m.v., lov om institutioner for erhvervsrettet uddannelse, lov om almen voksenuddannelse og om voksenuddannelsescentre og lov om folkehøjskoler, efterskoler, husholdningsskoler og håndarbejdsskoler (frie kostskoler). (Opfølgning på Undervisningsministeriets styringsanalyse af selveje og taxametersystemet i forbindelse med strukturreformen m.v.)."
104887,3. behandling,40505,"Forslag til lov om ændring af lov om valg til Folketinget. (Ny valgkredsinddeling, indførelse af d'Hondts metode ved fordeling af kredsmandaterne m.v.)."
99421,3. behandling,38505,Forslag til lov om ændring af retsplejeloven. (Dommeres bibeskæftigelse).
101827,3. behandling,39442,Forslag til lov om ændring af retsplejeloven og forskellige andre love. (Politi- og domstolsreform).
103986,3. behandling,40242,Forslag til lov om ændring af lov om tinglysning og forskellige andre love. (Digital tinglysning).
104035,3. behandling,40253,Forslag til lov om ændring af straffeloven. (Dansk straffemyndighed ved seksuel udnyttelse af børn i udlandet).
104048,3. behandling,40254,Forslag til lov om ændring af lov om produktansvar. (Ændring af reglerne om mellemhandleres ansvar for produktskader).
105431,3. behandling,40686,Forslag til lov om ændring af lov om ændring af færdselsloven. (Overgangsbestemmelser vedrørende ændring af reglerne om generhvervelse af førerretten efter frakendelse som følge af spiritus- eller promillekørsel).
104568,3. behandling,40397,"Forslag til lov om ændring af straffeloven, retsplejeloven og forskellige andre love. (Styrkelse af indsatsen for at bekæmpe terrorisme m.v.)."
104585,3. behandling,40398,"Forslag til lov om ændring af lov om forsvarets formål, opgaver og organisation m.v. (Ændringer som følge af regeringens terrorhandlingsplan og aftale om forsvarets ordning 2005-2009 m.v.)."
104117,3. behandling,40259,"Forslag til lov om private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser)."
103251,3. behandling,40014,Forslag til lodslov.
104298,3. behandling,40293,Forslag til lov om ændring af universitetsloven og lov om Højteknologifonden. (Mulighed for afskæring af klageadgang).
104499,3. behandling,40384,Forslag til lov om ændring af lov om registreret partnerskab. (Frihed for folkekirken og andre trossamfund for at medvirke ved indgåelse af registreret partnerskab).
104000,2. (sidste) behandling,40244,Forslag til folketingsbeslutning om anvendelse af åbne standarder for software i det offentlige.
105111,2. (sidste) behandling,40576,Forslag til folketingsbeslutning om Danmarks indgåelse af overenskomst af 20. februar 2006 mellem Kongeriget Danmarks regering sammen med Grønlands Landsstyre på den ene side og Kongeriget Norges regering på den anden side om afgrænsning af kontinentalsoklen og fiskerizonerne i området mellem Grønland og Svalbard.
106174,2. (sidste) behandling,40990,Forslag til folketingsbeslutning om regler for lobbyister i EU
100316,2. (sidste) behandling,38813,"Forslag til folketingsbeslutning om at pålægge regeringen at arbejde for, at Den Europæiske Unions udvidelse med Rumænien og Bulgarien udskydes til tidligst den 1. januar 2008."
108356,2. (sidste) behandling,41944,Betænkning og indstilling vedrørende den af statsrevisorerne afgivne endelige betænkning over statsregnskabet for finansåret 2004.
102021,2. (sidste) behandling,39486,"Forslag til folketingsbeslutning om at pålægge regeringen at meddele EU, at Danmark fastholder mellemhandleransvar inden for produktansvarsreglerne, idet disse regler dog fremover vil bygge på det i retspraksis udviklede mellemhandleransvar."
103264,3. behandling,40015,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats og lov om betaling for uddannelse i forbindelse med visse tilbud efter lov om en aktiv beskæftigelsesindsats m.m.  (Omlægning af finansieringen af udgifter til uddannelse ved revalidering, støtte til revalidender til dækning af særlige udgifter, tilskud til hjælpemidler til selvstændige, forenkling af løntilskudssatser m.v.)."
100122,3. behandling,38740,Forslag til lov om sygedagpenge.
100154,3. behandling,38743,Forslag til lov om ret til orlov og dagpenge ved barsel (barselloven).
101900,3. behandling,39447,Forslag til lov om ændring af lov om landbrugsejendomme. (Ophævelse af opsigelsesvarsler for lejemål og regler om husdyrhold og arealkrav m.v.).
103431,3. behandling,40074,Forslag til lov om ændring af lov om revisionen af statens regnskaber m.m. og lov om statsrevisorerne. (Regnskabsgennemgang af regionernes regnskaber m.v. og udskydelse af tidspunktet for retten til aktindsigt efter forvaltningsloven og lov om offentlighed i forvaltningen i visse af Rigsrevisionens dokumenter).
103445,2. (sidste) behandling,40075,Forslag til folketingsbeslutning om ændring af folketingsbeslutning om statsrevisorernes valg og virksomhed.
95457,2. (sidste) behandling,36944,Forslag til folketingsbeslutning om krav til passagerrettigheder for togrejsende.
104598,3. behandling,40399,"Forslag til lov om ændring af lov om konkurrence- og forbrugerforhold på telemarkedet, lov om radiofrekvenser og lov om radio- og teleterminaludstyr og elektromagnetiske forhold. (Opfølgning på regeringens handlingsplan for terrorbekæmpelse)."
105134,2. (sidste) behandling,40578,Forslag til folketingsbeslutning om tillæg til den nedsatte kontanthjælp til unge under 25 år med psykiske lidelser.
92698,2. (sidste) behandling,35891,Forslag til folketingsbeslutning om kommunal adgang til at indføre trafikbetalingssystemer.
105755,3. behandling,40814,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om aktiv socialpolitik, lov om fleksydelse, lov om betaling for uddannelse i forbindelse med visse tilbud efter lov om en aktiv beskæftigelsesindsats m.m. og ligningsloven. (Ændring af fleksjobordningen, visitation, opfølgning, tilskud, fleksydelse)."
93292,2. (sidste) behandling,36097,Forslag til folketingsbeslutning om igangsættelse af et nyt bølgekraftprogram.
105486,2. (sidste) behandling,40692,Forslag til folketingsbeslutning om oprettelse af en vedvarende energi-fond (VE-fonden).
105000,2. (sidste) behandling,40528,"Forslag til folketingsbeslutning om at udvide beskyttelsestilbuddet for kvinder, der har været ofre for menneskehandel."
106431,3. behandling,41097,"Forslag til lov om ændring af udlændingeloven.
(Ændring af reglerne om meddelelse af opholdstilladelse på grundlag af beskæftigelse til statsborgere i Estland, Letland, Litauen, Polen, Slovakiet, Slovenien, Tjekkiet og Ungarn samt til statsborgere i Bulgarien og Rumænien m.v.).
"
93171,2. (sidste) behandling,36071,"Forslag til folketingsbeslutning om afskaffelse af kontanthjælpsloftet, af den nedsatte ydelse til ægtefæller på kontanthjælp og af den nedsatte ydelse til unge under 25 år."
112606,2. (sidste) behandling,44017,Forslag til folketingsbeslutning om et dansk sømilitært bidrag til den udvidede FN-styrke i Libanon (UNIFIL)
114876,Behandling,44660,"Med kommunalreformen skabes 98 stærke kommuner, der bliver borgernes indgang til den offentlige sektor. Dette er et væsentligt bidrag til en fortsat udvikling af et trygt og godt velfærdssamfund. Samtidig skabes rammerne for bedre udnyttelse af de offentlige ressourcer, så den offentlige service kan udbygges og målrettes de grupper, der har størst behov.

Folketinget konstaterer, at aftalen mellem regeringen og KL for 2007 - med den efterfølgende korrektion på 424 mio. kr. som følge af princippet om, at pengene følger opgaverne - giver kommunerne mulighed for at afholde engangsomkostninger i forbindelse med reformen og under ét fastholde serviceniveauet, selvom antallet af skoleelever og ældre med omsorgsbehov vokser.

På den baggrund opfordrer Folketinget regeringen til at følge udviklingen i kommunernes økonomi tæt for at sikre, at aftalen og dens forudsætninger holdes."
116998,Behandling,20881,"Folketinget udtrykker bekymring over, at 30.000 børn vokser op i familier med vold. Folketinget konstaterer, at det er nødvendigt at intensivere indsatsen over for voldsramte børn og kvinder yderligere, og opfordrer regeringen til at:
1. opkvalificere fagpersoner til at kunne aflæse signaler om mistrivsel hos børn - såvel på grunduddannelserne som via efteruddannelse,
2. sikre, at kommunerne får de rette underretninger og følger op på disse, samt at kommunerne har de nødvendige forudsætninger for en kvalificeret og effektiv håndtering af alle underretninger om vold mod børn,
3. følge op på kommunernes børnepolitikker med henblik på formidling af best practice mellem kommunerne,
4. gennemføre en undersøgelse af kommunernes praksis, for så vidt angår indberetninger om børns mistrivsel,
5. sikre voldsramte kvinder og børn adgang til krisecentre med kompetent personale i hele landet samt sikre effektivt efterværn, og
6. evaluere regeringens handlingsplan mod børnemishandling samt handlingsplan til bekæmpelse af mænds vold mod kvinder og børn
"
116742,Eneste behandling,45302,Betænkning og indstilling fra Udvalget for Forretningsordenen om Folketingets samtykke i henhold til grundlovens § 57.
117123,Behandling,45518,"Folketinget konstaterer, at der med velfærdsaftalen er skabt balance mellem den gradvise forhøjelse af efterløns- og folkepensionsalderen fra 2019 og den længere levetid.

Der etableres en forebyggelsesfond på 3 mia. kr. til at forebygge og forhindre nedslidning på arbejdsmarkedet. Der afsættes ydermere 70 mio. kr. årligt fra 2007-2010 til særlige arbejdsmiljøindsatser.

Velfærdsaftalen sikrer dermed, at der i god tid inden forhøjelsen af efterløns- og folkepensionsalderen – allerede fra 2007 – gennemføres initiativer med sigte på at forebygge og reducere nedslidning og styrke arbejdsmiljøet. Disse initiativer målrettes blandt andet brancher, hvor mange er truet af fysisk og psykisk nedslidning. 
"
117656,Behandling,45687,"Folketinget tager forsvarsministerens redegørelse vedrørende den fremtidige anskaffelse af kampfly til efterretning.

Folketinget opfordrer forsvarsministeren til at sikre en åben proces med henblik på at tilvejebringe et gennemskueligt og uvildigt beslutningsgrundlag."
117541,Behandling,45652,"Folketinget tager integrationsministerens redegørelse til efterretning. Folketinget konstaterer med stor tilfredshed, at regeringen for at styrke grundlaget for en vellykket integration har nået de fastsatte mål om at begrænse antallet af familiesammenføringer, og at regeringen fremmer indvandringen af kvalificeret arbejdskraft og studerende."
166005,Behandling,20883,"Folketinget tager videnskabsministerens besvarelse til efterretning, idet Folketinget:
- konstaterer, at formålet med sammenlægningerne er mere uddannelse, større international gennemslagskraft på forskningsområdet, mere innovation og erhvervssamarbejde, tiltrækning af flere EU-midler samt en fortsat kompetent myndighedsbetjening,
- konstaterer, at frivillighed har været det bærende princip for sammenlægningerne af de universiteter og sektorforskningsinstitutioner, der etableres pr. 1. januar 2007,
- understreger vigtigheden af universitetslovens bestemmelser om forskningsfrihed og medarbejdernes frihed til at deltage i den offentlige debat,
- konstaterer, at videnskabsministeren i 2009 gennemfører en evaluering af, hvor langt man er nået med opfyldelsen af formålene med universitetssammenlægningerne,
- konstaterer, at videnskabsministeren ligeledes i 2009 gennemfører en evaluering, der belyser medarbejdernes og de studerendes medbestemmelse på universiteterne, den frie akademiske debat og forskningsfriheden under den nuværende universitetslov."
117682,Behandling,45698,"Folketinget konstaterer, at kommunerne med den nye kommunale struktur og sommerens økonomiaftale samt de ekstra 424 mio. kr. til merudgifter til det sociale område kan fastholde serviceniveauet i 2007.

Der er heri taget højde for ændringer i befolkningssammensætningen. Det kan endvidere konstateres, at kommunerne under ét øger serviceniveauet på centrale områder.

Kommunalreformen betyder, at der med de lokale prioriteringer sker en tilpasning til et nyt fælles serviceniveau. Hertil kommer udligningsreformen, som flytter ressourcer fra nogle kommuner til andre kommuner.

Folketinget konstaterer på den baggrund, at kommunalreformen skaber et solidt fundament for fortsat udvikling af kvaliteten i den offentlige service til gavn for den enkelte borger, og ser frem til den bebudede opfølgning med den såkaldte kvalitetsreform af den offentlige sektor.
"
114305,3. behandling,44542,"Forslag til lov om Den Europæiske Unions udvidelse med Bulgarien og Rumænien.

"
118079,Behandling,20890,"Folketinget bekræfter de otte mål og principper, som ligger til grund for regeringens vision om bæredygtig udvikling fra 2002: Fortsat udvikling af velfærdssamfundet, sundt miljø og højt beskyttelsesniveau, beskyttelse af økosystemer og høj biologisk mangfoldighed, bedre udnyttelse af ressourcer, miljøhensyn i alle sektorer, udnyttelse af markedet og fælles ansvar for en bæredygtig udvikling og en aktiv international indsats.

Og imødeser, at regeringen på det grundlag i indeværende folketingssamling fremlægger en redegørelse og efterfølgende indgår i dialog med virksomheder, kommuner, organisationer og borgere om en fornyet bæredygtighedsstrategi.

Folketinget opfordrer heri regeringen til at:
- styrke varetagelse af miljøhensyn i andre sektorer,
- arbejde aktivt med nye globale udfordringer på miljøområdet,
- udnytte de teknologiske muligheder for at løse nationale og globale miljøproblemer,
- styrke ansvarlighed overfor ressourcer, overfor naturen og overfor det globale miljø.

Og ser frem til en folketingsdebat om redegørelsen.
"
118040,Behandling,45860,"Folketinget beklager på det kraftigste, at WTO-forhandlingerne er blevet suspenderet, og opfordrer regeringen til at arbejde for at

- forhandlingerne i Dohaudviklingsrunden snarest muligt genoptages, og at EU og andre væsentlige forhandlingsparter fremsætter nye, konstruktive udspil – bl.a. om lavere told på landbrugsprodukter – og medvirker aktivt til, at runden afsluttes med et udviklingsvenligt resultat,
- EU overholder løfterne til de fattige udviklingslande som fremsat i WTO-forhandlingerne, herunder væsentlig mere handelsrelateret bistand, samt arbejder for, at andre ilande gør tilsvarende,
- alt undtagen våben-initiativet forbedres og udstrækkes til flere af verdens fattigste lande samt snarest muligt tilbydes af alle ilande og
- udviklingshensyn sikres førsteprioritet i forhandlingerne med en række af verdens fattige lande om økonomiske partnerskabsaftaler, herunder med henblik på at fremme syd-syd-handel."
114611,2. behandling,44573,"Forslag til lov om ændring af afskrivningsloven, aktieavancebeskatningsloven og forskellige andre skattelove. (Leveringsrettigheder for sukkerroer og genetablering af overgangsregel)."
114137,2. behandling,44489,"Forslag til lov om ændring af toldloven. (Nye EU-medlemmers tiltrædelse af EU, kontrol med likvide midler m.v.)."
114038,3. behandling,44478,Forslag til lov om ændring af lov om radio- og teleterminaludstyr og elektromagnetiske forhold. (Gennemførelse af  direktiv 2004/108/EF om indbyrdes tilnærmelse af medlemsstaternes lovgivning om elektromagnetisk kompatibilitet).
114063,3. behandling,44480,Forslag til lov om ændring af lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v. (Bemyndigelse af de befordringsansvarlige til i en overgangsperiode at træffe afgørelse om ret til rabat).
118771,Behandling,20891,"Folketinget anerkender, at regeringen inden for landdistriktspolitikken har igangsat en række relevante og ambitiøse, som vil styrke vækst og beskæftigelse i landdistrikterne.
Folketinget finder, at den aftale, som regeringen har indgået med Dansk Folkeparti om den overordnede finansielle fordeling af landdistriktsprogrammets midler, vil sikre vækst og udvikling og fremme bosætning og erhvervsudvikling i landdistrikterne samtidig med, at regeringens ambnitiøse målsætninger på miljøområdet fastholdes. Folketinget bifalder, at regeringen vil sikre fuld hjemtagning af EU-midlerne i programperioden.
Folketinget konstaterer med tilfredshed, at der med regeringens aftale med Dansk Folkeparti om en økologipakke er sket en markant styrkelse af rammerne for økologien helt frem til 2013.
Folketinget bifalder, at nærdemokratiet i forvaltningen styrkes ved etablering af de lokale aktionsgrupper.
Folketinget finder, at landdistriktsprogrammet kan bidrage til en balanceret strukturudvikling, hvor der fortsat vil være en stor variation med såvel større som mindre landbrugsbedrifter, herunder deltids- og fritidsbedrifter"
118879,Behandling,20892,"Folketinget tager regeringens redegørelse til efterretning, idet Folketinget konstaterer, at 
- Venste, Det Konservative Folkeparti og Dansk Folkeparti gennemfører nultoleranceplanen i 2006, herunder ændring af fødevareloven (L 28), der indebærer en række forbedringer og skærpelser på fødevareområdet,
- Venstre, Det Konservative Folkeparti og Dansk Folkeparti har afsat 30,9 mio. kr. i 2006 og 26 mio. kr. i 2007 for at videreføre initiativer i nultoleranceplanen, til bekæmpelse af fugleinfluenza samt for generelt at sikre opgavevaretagelsen i fødevarekontrollen,
- Venstre, Det Konservative Folkeparti og Dansk Folkeparti yderligere har aftalt, at der i perioden 2007-2010 afsættes 57 mio. kr. til initiativer mod salmonella og kampylobakter,
- i december foreligger Rigsrevisionens beretning om fødevarekontrollen samt en uafhængig ekspertgruppes anbefalinger til, hvordan styringen af fødevarekontrollen kan indrettes mest hensigtsmæssigt. Herefter drøfter parterne resultaterne af undersøgelserne og i den forbindelse også, om der er behov for at tilføre fødevarekontrollen flere ressourcer."
119159,Behandling,46312,"Folketinget konstaterer, at truslen fra international terrorisme er vor tids største sikkerhedspolitiske udfordring. Forebyggelse og bekæmpelse af terrorisme foregår både nationalt og internationalt og kræver en bredspektret indsats. Folketinget understreger, at indsatsen mod terror skal ske med fuld respekt for de grundlæggende frihedsrettigheder."
